"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
77,"Homme","Primaires","Retraite","Ouvrier qualifie",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
84,"Femme","Primaires","Retraite","Ouvrier qualifie",1,"Ne sait pas","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
60,"Homme","Supérieur & tech","Exerce une profession","Cadre",4,"Oui","Pratiquant regulier","Aussi important que le reste","Equilibre","Non","Non","Oui","Non","Non","Oui","Oui",0.1,"50-64"
38,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",2,"35-49"
35,"Homme","Techno/Pro court","Exerce une profession","Technicien",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",2,"35-49"
39,"Homme","Techno/Pro long","Exerce une profession","Employe",3,"Oui","Pratiquant regulier","Aussi important que le reste","Insatisfaction","Non","Non","Oui","Oui","Non","Oui","Non",2,"35-49"
68,"Homme","2eme cycle","Retraite","Profession intermediaire",6,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",2,"65+"
46,"Homme","Supérieur & tech","Chomeur",NA,15,"Oui","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
48,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",0,"35-49"
24,"Homme","Supérieur & tech","Chomeur","Ouvrier specialise",5,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",3,"18-24"
57,"Homme","Primaires","Retraite","Ouvrier qualifie",4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",5,"50-64"
63,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",3,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",4,"50-64"
37,"Femme","1er cycle","Au foyer","Employe",4,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"35-49"
59,"Homme","Techno/Pro court","Retraite","Profession intermediaire",2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Oui","Non","Non",0.9,"50-64"
82,"Homme","Primaires","Retraite","Ouvrier qualifie",3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"65+"
28,"Femme","1er cycle","Au foyer","Ouvrier specialise",7,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"25-34"
67,"Homme","< Etudes primaires","Retire des affaires",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
48,"Homme","1er cycle","Chomeur","Ouvrier specialise",6,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"35-49"
54,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",0,"50-64"
54,"Homme","Supérieur & tech","Exerce une profession","Employe",5,"Non","Ni croyance ni appartenance","Peu important","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",2,"50-64"
80,"Femme","2eme cycle","Retraite","Cadre",1,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
55,"Homme","Primaires","Chomeur","Ouvrier qualifie",7,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Oui","Non","Oui","Non","Non",4,"50-64"
36,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Non",2.1,"35-49"
66,"Homme","Primaires","Retire des affaires",NA,0,"Oui","Rejet",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",2,"65+"
31,"Femme","2eme cycle","Exerce une profession","Employe",3,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",1,"25-34"
50,"Homme","Techno/Pro long","Exerce une profession","Cadre",6,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0,"50-64"
22,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",2,"18-24"
73,"Femme","2eme cycle","Retraite","Employe",1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
19,"Femme","1er cycle","Exerce une profession",NA,0,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",6,"18-24"
32,"Femme","Techno/Pro court","Chomeur","Employe",4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",1,"25-34"
60,"Femme","1er cycle","Retraite","Employe",13,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"50-64"
47,"Homme","Supérieur & tech","Exerce une profession","Employe",4,"Non","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.3,"35-49"
28,"Femme","Techno/Pro court","Exerce une profession","Employe",0,"Non","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",5,"25-34"
30,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",4,"25-34"
75,"Femme","1er cycle","Retraite","Employe",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"65+"
48,"Femme","Techno/Pro court","Exerce une profession","Employe",7,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
58,"Homme","Primaires","Exerce une profession",NA,2,"Non","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Non","Non",1,"50-64"
45,"Femme","2eme cycle","Au foyer","Employe",5,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"35-49"
73,"Femme","Primaires","Retraite","Ouvrier specialise",7,"Non","NSP ou NVPR",NA,NA,"Non","Non","Non","Non","Non","Non","Non",6,"65+"
48,"Femme","2eme cycle","Exerce une profession","Employe",9,"Non","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",0.4,"35-49"
28,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",7,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Oui","Non","Oui","Non",4,"25-34"
33,"Homme","Techno/Pro court","Exerce une profession","Technicien",6,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",3,"25-34"
63,"Homme","1er cycle","Retraite","Profession intermediaire",6,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"50-64"
39,"Femme","2eme cycle","Au foyer","Employe",9,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"35-49"
31,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",0,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",0.1,"25-34"
52,"Homme","1er cycle","Autre inactif","Ouvrier qualifie",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",5,"50-64"
32,"Homme","Supérieur & tech","Exerce une profession","Cadre",6,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.1,"25-34"
32,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",3,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Non","Non",4,"25-34"
44,"Femme","Supérieur & tech","Chomeur","Employe",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
50,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",4,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",3,"50-64"
45,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Non","Oui","Non","Oui",1,"35-49"
84,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
54,"Femme","1er cycle","Au foyer","Employe",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
50,"Homme","Supérieur & tech","Exerce une profession","Employe",3,"Oui","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Non",0.3,"50-64"
37,"Femme","Techno/Pro long","Au foyer","Employe",7,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",2,"35-49"
25,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Oui","Non","Oui","Oui","Non",0.9,"25-34"
38,"Femme","Techno/Pro long","Exerce une profession","Technicien",6,"Non","Appartenance sans pratique","Le plus important","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
23,"Femme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",0.4,"18-24"
38,"Homme","N'a jamais fait d'etudes","Exerce une profession","Ouvrier specialise",3,"Non","Pratiquant regulier","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
48,"Homme","Primaires","Exerce une profession","Ouvrier specialise",4,"Non","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Oui","Non","Non","Non","Non",2.9,"35-49"
66,"Homme","Supérieur & tech","Retire des affaires","Cadre",2,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Oui",3,"65+"
50,"Homme","2eme cycle","Autre inactif","Ouvrier qualifie",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",4,"50-64"
56,"Femme","Techno/Pro long","Exerce une profession","Employe",3,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",0.6,"50-64"
26,"Femme","Supérieur & tech","Exerce une profession","Employe",0,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",1,"25-34"
30,"Homme","2eme cycle","Exerce une profession",NA,2,"Non","Appartenance sans pratique","Le plus important","Equilibre","Non","Non","Non","Non","Non","Non","Non",2,"25-34"
80,"Femme","Primaires","Au foyer","Technicien",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
49,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",3,"35-49"
74,"Homme","Primaires","Retraite",NA,1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",3,"65+"
35,"Femme","1er cycle","Au foyer","Employe",2,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",3,"35-49"
62,"Femme","2eme cycle","Retraite","Employe",3,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",1,"50-64"
74,"Femme","Primaires","Retire des affaires",NA,1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"65+"
50,"Femme","Supérieur & tech","Exerce une profession","Technicien",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",0,"50-64"
70,"Homme","< Etudes primaires","Retraite",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
57,"Femme","N'a jamais fait d'etudes","Exerce une profession","Employe",7,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
33,"Femme","Supérieur & tech","Exerce une profession","Cadre",0,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",0.9,"25-34"
63,"Homme","< Etudes primaires","Retraite","Ouvrier specialise",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"50-64"
40,"Femme","Techno/Pro court","Autre inactif","Employe",1,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"35-49"
30,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Oui","Rejet","Moins important que le reste","Satisfaction","Non","Oui","Non","Oui","Oui","Non","Non",2,"25-34"
61,"Homme",NA,"Retraite","Ouvrier qualifie",8,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Oui","Non","Oui",2,"50-64"
39,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
29,"Femme","Supérieur & tech","Chomeur","Profession intermediaire",10,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",4,"25-34"
53,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Non",0.3,"50-64"
42,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Non","Pratiquant regulier","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Non","Non","Oui",0,"35-49"
54,"Femme","Primaires","Exerce une profession","Profession intermediaire",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",2,"50-64"
33,"Femme","N'a jamais fait d'etudes","Au foyer",NA,7,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"25-34"
28,"Femme","Supérieur & tech","Exerce une profession","Cadre",2,"Non","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Non","Non","Oui",1,"25-34"
45,"Femme","1er cycle","Autre inactif","Ouvrier specialise",8,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"35-49"
51,"Femme","Primaires","Exerce une profession","Employe",7,"Oui","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",3,"50-64"
39,"Femme","Supérieur & tech","Exerce une profession","Cadre",0,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",0.9,"35-49"
29,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",2,"25-34"
31,"Homme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",1,"25-34"
74,"Femme","N'a jamais fait d'etudes","Retraite","Ouvrier specialise",9,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"65+"
20,"Femme",NA,"Etudiant, eleve",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",3,"18-24"
35,"Femme","1er cycle","Au foyer","Ouvrier qualifie",13,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
38,"Femme","Supérieur & tech","Exerce une profession","Employe",0,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",1,"35-49"
72,"Femme","Primaires","Au foyer",NA,9,"Non","Rejet",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
18,"Homme",NA,"Exerce une profession","Ouvrier specialise",6,"Non","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Oui",4,"18-24"
30,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",5,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Oui",2,"25-34"
51,"Homme","Techno/Pro long","Exerce une profession","Technicien",3,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.3,"50-64"
61,"Femme","Primaires","Retire des affaires",NA,1,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
37,"Homme","Techno/Pro court","Exerce une profession","Profession intermediaire",1,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Oui","Oui",2,"35-49"
30,"Femme","Supérieur & tech","Chomeur","Employe",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"25-34"
39,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Oui","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",0.3,"35-49"
50,"Femme","1er cycle","Exerce une profession",NA,6,"Non","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",0,"50-64"
